article_id,affiliation,citedby,pub_title,pub_year,citations,pub_author,eprint,journal_id
837,"Tatung University",661,"Molecular detection and prevalence of enterovirus within environmental water in Taiwan",2008,32,"C‐H Chen and B‐M Hsu and M‐T Wan",https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2672.2007.03598.x,487
838,"Assoc. prof., CAVE lab dir., grad. prog. dir. (BME), Dept. of Engineering, Aarhus University",1028,"Noise levels of closing sounds in vivo are equal for different bileaflet mechanical heart valves.",2003,8,"Peter Johansen and Søren Berndt Hansen and John Michael Hasenkam and Hans Nygaard",,310
839,"Unknown affiliation",3489,"Transforming growth factor β1 signaling via interaction with cell surface Hyal-2 and recruitment of WWOX/WOX1",2009,74,"Li-Jin Hsu and Lori Schultz and Qunying Hong and Kris Van Moer and John Heath and Meng-Yen Li and Feng-Jie Lai and Sing-Ru Lin and Ming-Hui Lee and Cheng-Peng Lo and Yee-Shin Lin and Shur-Tzu Chen and Nan-Shan Chang",http://www.jbc.org/content/284/23/16049.full.pdf,176
840,"Unknown affiliation",1103,"Simulating variable pitch crossflow water turbines: A coupled unsteady ONERA-EDLIN model and streamtube model",2013,18,"Benoît Paillard and Frédéric Hauville and Jacques Andre Astolfi",,488
841,"Professor, School of Chemical Engineering, The University of Adelaide, Australia",29877,"Application of zeolite MCM-22 for basic dye removal from wastewater",2006,365,"Shaobin Wang and Huiting Li and Longya Xu",,330
842,"Debreceni Egyetem, Neurológiai Tanszék",2661,"Gender‐related differences in acetazolamide‐induced cerebral vasodilatory response: a transcranial Doppler study",2000,24,"Lászlò Oláh and Attila Valikovics and Dániel Bereczki and Bèla Fülesdi and Csaba Munkácsy and Lászlò Csiba",,409
843,"Language Learning Books Author",41465,"Introduction to switching and automata theory: McGraw-Hill series in systems science",1970,593,"Michael A Harrison",,NULL
844,"Department of Physics, National University of Singapore",14812,"Thermal expansion in single-walled carbon nanotubes and graphene: Nonequilibrium Green’s function approach",2009,162,"Jin-Wu Jiang and Jian-Sheng Wang and Baowen Li",https://arxiv.org/pdf/0909.1917,2
845,"University of Pennsylvania",542,"LDC Forced Aligner.",2012,1,"Xiaoyi Ma",,NULL
846,"Dong-A University",709,"Leakage current improvement of nitride-based light emitting diodes using CrN buffer layer and its vertical type application by chemical lift-off process",2009,26,"Katsushi Fujii and Seogwoo Lee and Jun-Seok Ha and Hyun-Jae Lee and Hyo-Jong Lee and Sang-Hyun Lee and Takashi Kato and Meoung-Whan Cho and Takafumi Yao",,300
847,"Associate Professor, Department of Economics and Statistics University of Naples Federico II",572,"Posterior prediction modelling of optimal trees",1970,9,"Roberta Siciliano and Massimo Aria and Antonio D’Ambrosio",,NULL
848,"School of Mathematical Sciences, University College Dublin",359,"Modification of turbulent friction drag by streamwise-traveling waves of spanwise velocity",1970,2,"P Ricco and Maurizio Quadrio and Claudio Viotti",,NULL
849,"Technical University of Sofia",97,"Face and ECG based multi-modal biometric authentication",2011,3,"Ognian Boumbarov and Yuliyan Velchev and Krasimir Tonchev and Igor Paliy and G Chetty",http://cdn.intechweb.org/pdfs/17741.pdf,NULL
850,"Charles Sturt University",404,"Systemic functional perspectives of Japanese: descriptions and applications",1970,3,"Elizabeth Thomson and William Armour",,NULL
851,"University of California, San Diego",4119,"Conformable single-walled carbon nanotube thin film strain sensors for structural monitoring",2005,43,"Kenneth J Loh and Jerome P Lynch and Nicholas A Kotov",https://www.researchgate.net/profile/Nicholas_Kotov/publication/252987876_Conformable_Single-Walled_Carbon_Nanotube_Thin_Film_Strain_Sensors_for_Structural_Monitoring/links/02e7e5341ef1d54df2000000.pdf,489
852,"Professor, Ryerson University",1885,"Urban political economy: Broward County, Florida",1970,39,"Ronald K Vogel",,NULL
853,"Instituto Tecnológico de Costa Rica",434,"Electrophoretic deposition of chitosan/h-BN and chitosan/h-BN/TiO2 composite coatings on stainless steel (316L) substrates",2014,37,"Namir S Raddaha and Luis Cordero-Arias and Sandra Cabanas-Polo and Sannakaisa Virtanen and Judith A Roether and Aldo R Boccaccini",https://www.mdpi.com/1996-1944/7/3/1814/pdf,490
854,"NSRI (Nippon Steel & Sumikin Research Institute Corporation)",1572,"Magnetic property based characterization of rust on weathering steels",2005,44,"T Mizoguchi and Y Ishii and T Okada and M Kimura and H Kihira",,96
855,"Professor of Mathematics, University of Wollongong, Australia",2497,"Application of CFD in ship engineering design practice and ship hydrodynamics",2006,50,"Zhi-rong Zhang and Liu Hui and Song-ping Zhu and ZHAO Feng",,491
856,"Professor Adjunto Universidade Federal de Ouro Preto",294,"Pharmacological Activity of Ruthenium Complexes trans-[RuCl2(L)4] (L = Nicotinic or i-Nicotinic acid) on Anxiety and Memory in Rats",2006,7,"Samira Silva Valvassori and Maykon Passos Cristiano and Danon Clemes Cardoso and Glauco Damiani Santos and Márcio Rodrigo Martins and João Quevedo and Marcos Marques Silva da Paula",,492
857,"Professor in Cognitive Development",10480,"Verbal Short-Term Memory in Down SyndromeA Problem of Memory, Audition, or Speech?",2002,222,"Christopher Jarrold and Alan D Baddeley and Caroline E Phillips",,97
858,"Aalborg University",373,"Transfection of brain capillary endothelial cells in primary culture with defined blood–brain barrier properties",2015,23,"Annette Burkhart and Louiza Bohn Thomsen and Maj Schneider Thomsen and Jacek Lichota and Csilla Fazakas and István Krizbai and Torben Moos",,493
859,"Medical Institute of Bioregulation, Kyushu University",5425,"Practical non-targeted gas chromatography/mass spectrometry-based metabolomics platform for metabolic phenotype analysis",2011,86,"Hiroshi Tsugawa and Takeshi Bamba and Masakazu Shinohara and Shin Nishiumi and Masaru Yoshida and Eiichiro Fukusaki",,326
860,"Perugia University",1153,"The use of phenological data to calculate chilling units in Olea europaea L. in relation to the onset of reproduction",2002,36,"F Orlandi and M Fornaciari and B Romano",,375
861,"University of Nevada at Las Vegas",14521,"Anaerobic magnetite production by a marine, magnetotactic bacterium",1970,316,"Dennis A Bazylinski and Richard B Frankel and Holger W Jannasch",http://digitalcommons.calpoly.edu/cgi/viewcontent.cgi?article=1249&context=phy_fac,315
862,"National Chiao Tung University",2858,"Co-modulatory spectral changes in independent brain processes are correlated with task performance",2012,47,"Shang-Wen Chuang and Li-Wei Ko and Yuan-Pin Lin and Ruey-Song Huang and Tzyy-Ping Jung and Chin-Teng Lin",https://ir.nctu.edu.tw/bitstream/11536/16718/1/000307369000015.pdf,469
863,"School of Interdiciplinary Mathematical Science, Meiji University",6000,"A particle swarm optimization for reactive power and voltage control in electric power systems considering voltage security assessment",1999,95,"Hirotaka Yoshida and Yoshikazu Fukuyama and Shinichi Takayama and Yosuke Nakanishi",,NULL
864,"GeoBioTec, RISCO / University of Aveiro",250,"Air lime mortars: the influence of calcareous aggregate and filler addition",1970,25,"Ana Fragata and Rosário Veiga",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.967.1732&rep=rep1&type=pdf,NULL
865,"Berlin University of Technology em.",2556,"Assessment of the potential of a new generation of surface nuclear magnetic resonance instruments",2011,43,"Raphael Dlugosch and Mike Mueller-Petke and Thomas Günther and Stephan Costabel and Ugur Yaramanci",http://nsg.eage.org/publication/download/?publication=48731,229
866,"Unknown affiliation",278,"Opiate Education: Key Points for the Pharmacist",2012,1,"Tasha Rausch and Thaddaus Hellwig and Brooke Jones",,445
867,"Professor, Spatial Hearing Laboratory, Chiba Institute of Technology, Japan",1005,"頭部伝達関数の第 1・第 2 ノッチの検出方法に関する一考察",1970,19,"飯田一博， 蒲生直和， 石井要次",http://www.iida-lab.it-chiba.ac.jp/literature/Domestic.Conference.Proceedings/63.%E9%A0%AD%E9%83%A8%E4%BC%9D%E9%81%94%E9%96%A2%E6%95%B0%E3%81%AE%E7%AC%AC1%E7%AC%AC2%E3%83%8E%E3%83%83%E3%83%81%E3%81%AE%E6%A4%9C%E5%87%BA%E6%96%B9%E6%B3%95%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E4%B8%80%E8%80%83%E5%AF%9F.pdf,NULL
868,"National Defense Academy of Japan",681,"Cooling fan model for thermal design of compact electronic equipment: Improvement of modeling using PQ Curve",2009,14,"Hajime Nakamura",,NULL
869,"Granada University",35,"Rinascere: La memoria di Dio in una cultura tecnologica",1970,4,"Antonio Lopez",,NULL
870,"chung nam national university",109,"Fine mapping and candidate gene analysis of the quantitative trait locus gw8.1 associated with grain length in rice",2018,3,"Yun-Joo Kang and Kyu-Chan Shim and Hyun-Sook Lee and Yun-A Jeon and Sun-Ha Kim and Ju-Won Kang and Yeo-Tae Yun and In-Kyu Park and Sang-Nag Ahn",,494
871,"BMT Program Director. National Center for Cancer Care and Research. Hamad Medical Corporation. Doha",3221,"Stem cell transplantation for hemoglobinopathies",2003,76,"Javid Gaziev and Guido Lucarelli",,495
872,"McGill University",1413,"Nuclear receptors and disease: androgen receptor",2004,37,"Bruce Gottlieb and Lenore K Beitel and Jianhui Wu and Youssef A Elhaji and Mark Trifiro",https://www.researchgate.net/profile/Mark_Trifiro/publication/8467619_Nuclear_receptors_and_disease_Androgen_receptor/links/568d0fe508aeecf87b20c85c.pdf,NULL
873,"York MRI Facility, Centre for Vision Research, York University",1011,"Superior voice recognition in a patient with acquired prosopagnosia and object agnosia",2010,14,"Adria EN Hoover and Jean-François Démonet and Jennifer KE Steeves",,5
874,"Kean University",1042,"State capacity in postconflict settings: Explaining criminal violence in El Salvador and Guatemala",2010,43,"Nazih Richani",,496
875,"Proffessor, Physics Department, NTUA",877,"Recent advances in cancer therapy based on dual mode gold nanoparticles",2017,25,"Ellas Spyratou and Mersini Makropoulou and Efstathios P Efstathopoulos and Alexandros G Georgakilas and Lembit Sihver",https://www.mdpi.com/2072-6694/9/12/173/pdf,NULL
876,"UC San Diego/Rady Children's Hospitals",60,"Evaluation of the content and process of informed consent discussions for neonatal research",2012,5,"Krishelle L Marc-Aurele and Sara L Steinman and Kelly M Ransom and Neil N Finer and Laura B Dunn",,497
877,"Research Staff, Lawrence Livermore National Laboratory",1028,"The strength of binary junctions in hexagonal close-packed crystals",2013,18,"C-C Wu and PW Chung and S Aubry and LB Munday and A Arsenlis",,103
878,"University of Copenhagen",1033,"The Consumption Effects of the 2007-2008 Financial Crisis: Evidence from Households in Denmark",1970,23,"T Jensen and Niels Johannesen",https://curis.ku.dk/portal/files/213163014/aer.20151497.pdf,44
879,"Associate Professor, lektor, Aalborg University",1382,"Robot based sealant dispenser",2001,21,,https://patentimages.storage.googleapis.com/pdfs/US6197115.pdf,NULL
880,"Tongji University, Shanxi Transportation Research Institute",13987,"Low-temperature hydrogen production from water and methanol using Pt/α-MoC catalysts",2017,234,"Lili Lin and Wu Zhou and Rui Gao and Siyu Yao and Xiao Zhang and Wenqian Xu and Shijian Zheng and Zheng Jiang and Qiaolin Yu and Yong-Wang Li and Chuan Shi and Xiao-Dong Wen and Ding Ma",,315
881,"CNRS Researcher, UMR 6521, University of Brest, France",720,"Locally induced and self-induced “electroclick” onto a self-assembled monolayer: writing and reading with SECM under unbiased conditions",2014,13,"Sebastien Lhenry and Yann R Leroux and Christophe Orain and Francoise Conan and Nathalie Cosquer and Nicolas Le Poul and Olivia Reinaud and Yves Le Mest and Philippe Hapiot",,274
882,"University of Texas at Rio Grande Valley-School of Medicine",600,"The systemic effects of endometriosis",2017,7,"Myles H Alderman III and Nicole Yoder and Hugh S Taylor",,NULL
883,"University of Hartford",641,"Parent handling of typical infants varies segmentally across development of postural control",2018,2,"Kerian Duncan and Adam Goodworth and Carolina Souza Neves Da Costa and Michael Wininger and Sandra Saavedra",https://europepmc.org/articles/pmc6190590,13
884,"Postdoc at Joint Genome Institute",660,"Growth and expression of relevant metabolic genes of Clostridium thermocellum cultured on lignocellulosic residues",2017,7,"Vanessa O Leitão and Eliane F Noronha and Brenda R Camargo and Pedro RV Hamann and Andrei S Steindorff and Betania F Quirino and Marcelo Valle de Sousa and Cirano J Ulhoa and Carlos R Felix",https://pubag.nal.usda.gov/?page=4620&per_page=100&search_field=all_fields&sort=date-desc,498
885,"Australian national university",2452,"What is left of engagement with Asia?",2000,29,"Anthony Milner",https://openresearch-repository.anu.edu.au/bitstream/1885/41913/1/etcs.html,499
886,"University of Chicago",2312,"Bottom-up growth of n-type monolayer molecular crystals on polymeric substrate for optoelectronic device applications",1970,9,"Yanjun Shi and Lang Jiang and Jie Liu and Zeyi Tu and Yuanyuan Hu and Qinghe Wu and Yuanping Yi and Eliot Gann and Christopher R McNeill and Hongxiang Li and Wenping Hu and Daoben Zhu and Henning Sirringhaus",https://www.nature.com/articles/s41467-018-05390-3.pdf?origin=ppub,500
887,"Unknown affiliation",3489,"Spatiotemporal focusing-based widefield multiphoton microscopy for fast optical sectioning",2012,67,"Li-Chung Cheng and Chia-Yuan Chang and Chun-Yu Lin and Keng-Chi Cho and Wei-Chung Yen and Nan-Shan Chang and Chris Xu and Chen Yuan Dong and Shean-Jen Chen",https://www.osapublishing.org/viewmedia.cfm?uri=oe-20-8-8939&seq=0,501
888,"German University in Cairo",894,"Recent advances in melatonin receptor ligands",2005,126,"Darius P Zlotos",,502
889,"Institute of Biomedical Sciences, Academia Sinica",10413,"A receptor guanylyl cyclase expressed specifically in olfactory sensory neurons.",1995,279,"Hans-Jürgen Fülle and Robert Vassar and David C Foster and Ruey-Bing Yang and Richard Axel and David L Garbers",https://www.pnas.org/content/pnas/92/8/3571.full.pdf,503
890,"University of Freiburg, Germany and Concept Engineering GmbH, Freiburg, Germany",905,"Hierarchical counterexamples for discrete-time Markov chains",2011,26,"Nils Jansen and Erika Ábrahám and Jens Katelaan and Ralf Wimmer and Joost-Pieter Katoen and Bernd Becker",ftp://ftp.informatik.rwth-aachen.de/pub/publications/rwth/informatik/2011/2011-11.pdf,NULL
891,"Michigan State University",2886,"Effects of major depression on crack use and arrests among women in drug court",2011,39,"Jennifer E Johnson and Catina C O'Leary and Catherine W Striley and Arbi Ben Abdallah and Susan Bradford and Linda B Cottler",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3711247/,504
892,"Scientist, Los Alamos National Laboratory",2481,"A multiresolution method for climate system modeling: application of spherical centroidal Voronoi tessellations",2008,101,"Todd Ringler and Lili Ju and Max Gunzburger",https://www.osti.gov/servlets/purl/1090845,505
893,"Debreceni Egyetem, Neurológiai Tanszék",2661,"Monocytes express tissue factor in young patients with cerebral ischemia",1970,22,"János Kappelmayer and Dániel Berecki and Mária Misz and László Oláh and István Fekete and László Csiba and György Blaskó",,506
894,"Researcher, Tokyo University of Agriculture and Technology",175,"Evaluation of the effects of spores and their heat-treated residues from different Bacillus strains on the initial growth of rice plants",2019,1,"Ali Yawar Seerat and Taiichiro Ookawa and Katsuhiro Kojima and Naoko Ohkama-Ohtsu and Masumi Maeda and Salem Djedidi and Safiullah Habibi and Hitoshi Sekimoto and Akira Abe and Tadashi Yokoyama",,507
895,"Istituto Italiano di Tecnologia",2566,"Efficient photon recycling and radiation trapping in cesium lead halide perovskite waveguides",2018,8,"Ibrahim Dursun and Yangzi Zheng and Tianle Guo and Michele De Bastiani and Bekir Turedi and Lutfan Sinatra and Md Azimul Haque and Bin Sun and Ayan A Zhumekenov and Makhsud I Saidaminov and F Pelayo Garcia de Arquer and Edward H Sargent and Tom Wu and Yuri N Gartstein and Osman M Bakr and Omar F Mohammed and Anton V Malko",https://archive.kaust.edu.sa/bitstream/handle/10754/627971/acsenergylett.8b00758.pdf?sequence=1&isAllowed=y,341
896,"Unknown affiliation",1103,"An experimental and numerical study of the hydroelastic behavior of an hydrofoil in transient pitching motion",1970,18,"Antoine Ducoin and Jacques André Astolfi and François Deniset and Jean-François Sigrist",,508
897,"University of Graz",1999,"Climate change, impacts and vulnerability in Europe 2012 an indicator-based report",1970,48,"Hans-Martin Füssel and André Jol",,NULL
898,NDVSU,286,"Application of radio frequency identification (RFID) technology in dairy herd management.",1970,4,"Akhilesh Kumar Singh and Ghosh Sudipta and Biswajit Roy and Tiwari Deepak Kumar and RPS Baghel",https://pdfs.semanticscholar.org/3d85/effc5d5ca55a6ff090010dfb73e13362d314.pdf,509
899,"university of Wisconsin Madison",18325,"Large-scale hexagonal-patterned growth of aligned ZnO nanorods for nano-optoelectronics and nanosensor arrays",2004,1687,"Xudong Wang and Christopher J Summers and Zhong Lin Wang",https://pdfs.semanticscholar.org/f16b/14fcc2d495dab5a69072d62cb12b511432ad.pdf,246
900,"Assoc. prof., CAVE lab dir., grad. prog. dir. (BME), Dept. of Engineering, Aarhus University",1028,"A new method for quantitative evaluation of perceived sounds from mechanical heart valve prostheses",2000,8,"Peter Johansen and C Riis and John Michael Hasenkam and PK Paulse and Hans Nygaard",,510
901,"Ialamic Azad university, Lenjan Branch, Esfahan, Iran",1211,"Effects of pulse period of near‐field ground motions on the seismic demands of soil–MDOF structure systems using mathematical pulse models",2013,30,"Faramarz Khoshnoudian and Ehsan Ahmadi",,511
902,"Language Learning Books Author",41465,"CRYSTAL98 user’s manual",1970,581,"VR Saunders and R Dovesi and C Roetti and M Causa and NM Harrison and R Orlando and CM Zicovich-Wilson",,512
903,"Medical Institute of Bioregulation, Kyushu University",5425,"Glutamate acts as a key signal linking glucose metabolism to incretin/cAMP action to amplify insulin secretion",2014,79,"Ghupurjan Gheni and Masahito Ogura and Masahiro Iwasaki and Norihide Yokoi and Kohtaro Minami and Yasumune Nakayama and Kazuo Harada and Benoit Hastoy and Xichen Wu and Harumi Takahashi and Kazushi Kimura and Toshiya Matsubara and Ritsuko Hoshikawa and Naoya Hatano and Kenji Sugawara and Tadao Shibasaki and Nobuya Inagaki and Takeshi Bamba and Akira Mizoguchi and Eiichiro Fukusaki and Patrik Rorsman and Susumu Seino",,513
904,"Professor, School of Chemical Engineering, The University of Adelaide, Australia",29877,"Adsorptive remediation of environmental pollutants using novel graphene-based nanomaterials",2013,360,"Shaobin Wang and Hongqi Sun and Ha-Ming Ang and MO Tadé",https://espace.curtin.edu.au/bitstream/handle/20.500.11937/35439/194202_194202%20ADF.pdf?sequence=2,NULL
905,"Aalborg University",373,"Brain delivery systems via mechanism independent of receptor-mediated endocytosis and adsorptive-mediated endocytosis",2012,16,"Louiza Bohn Thomsen and Jacek Lichota and Thomas Navndrup Eskehave and Thomas Linemann and Joachim Hog Mortensen and Kristian Gaarn du Jardin and Torben Moos",,514
906,"University of Pennsylvania",542,"Parallel Text Collections at Linguistic Data Consortium",1999,1,"Xiaoyi Ma",,515
907,"Tatung University",661,"Prevalence of enteroviruses in hot spring recreation areas of Taiwan",2008,31,"Bing-Mu Hsu and Chien-Hsien Chen and Min-Tao Wan",https://academic.oup.com/femspd/article/52/2/253/552340,516
908,"University of Nevada at Las Vegas",14521,"Elongated prismatic magnetite crystals in ALH84001 carbonate globules:: Potential Martian magnetofossils",2000,306,"Kathie L Thomas-Keprta and Dennis A Bazylinski and Joseph L Kirschvink and Simon J Clemett and David S McKay and Susan J Wentworth and Hojatollah Vali and Everett K Gibson Jr and Christopher S Romanek",http://web.gps.caltech.edu/~jkirschvink/pdfs/magnetofossils.pdf,517
909,"Unknown affiliation",278,"Childhood Obesity: The New Norm? This growing epidemic is associated with numerous medical, psychosocial, and economic consequences that continue into adulthood.",1970,1,"Thaddaus Hellwig and Laura Stoebner and Annette M Johnson",,445
910,"Instituto Tecnológico de Costa Rica",434,"Electrophoretic deposition of cellulose nanocrystals (CNs) and CNs/alginate nanocomposite coatings and free standing membranes",2014,35,"Qiang Chen and Uxua Pérez de Larraya and Nere Garmendia and María Lasheras-Zubiate and Luis Cordero-Arias and Sannakaisa Virtanen and Aldo R Boccaccini",https://pubag.nal.usda.gov/?page=8434&per_page=100&search_field=all...,518
911,"Technical University of Sofia",97,"Enabling RF data analytics services and applications via cloudification",2018,2,"Todor Cooklev and Vladimir Poulkov and Daniel Bennett and Krasimir Tonchev",,212
912,"York MRI Facility, Centre for Vision Research, York University",1011,"Learning to look with one eye: the use of head turn by normals and strabismics",1996,14,"CAROL A DENGIS and MARTIN J STEINBACH and HIROSHI ONO and LORRAINE N GUNTHER and RITA FANFARILLO and JENNIFER KE STEEVES and SONIA POSTIGLIONE",,68
913,"Associate Professor, Department of Economics and Statistics University of Naples Federico II",572,"Tree-based methods for data editing and preference rankings",1970,7,"A D’ambrosio",,NULL
914,"Charles Sturt University",404,"Integration of social simulations into a task-based blended training curriculum",2012,3,"Michael Emonts and Rebecca Row and W Lewis Johnson and Elizabeth Thomson and Helen de Silva Joyce and LTCOL Giles Gorman and Robert Carpenter",https://www.alelo.com/wp-content/uploads/2014/06/Alelo_LWC2012_paper_Emonts_Row_Johnson_et_al_v2.pdf,519
915,"Department of Physics, National University of Singapore",14812,"Transition matrix Monte Carlo reweighting and dynamics",1999,162,"Jian-Sheng Wang and Tien Kiat Tay and Robert H Swendsen",https://arxiv.org/pdf/cond-mat/9809181,54
916,"Dong-A University",709,"Chemical lift‐off of GaN epitaxial films grown on c‐sapphire substrates with CrN buffer layers",2008,26,"H Goto and SW Lee and HJ Lee and Hyo‐Jong Lee and JS Ha and MW Cho and T Yao",,520
917,"UC San Diego/Rady Children's Hospitals",60,"A fetal diagnostic center’s referral rate for perinatal palliative care",2017,4,"Krishelle L Marc-Aurele and Andrew D Hull and Marilyn C Jones and Dolores H Pretorius",,521
918,"NSRI (Nippon Steel & Sumikin Research Institute Corporation)",1572,"Method and apparatus for diagnosing degradation of coating film on metal material",1989,41,,,NULL
919,"National Chiao Tung University",2858,"Spatial and temporal EEG dynamics of motion sickness",2010,46,"Yu-Chieh Chen and Jeng-Ren Duann and Shang-Wen Chuang and Chun-Ling Lin and Li-Wei Ko and Tzyy-Ping Jung and Chin-Teng Lin",https://ir.nctu.edu.tw/bitstream/11536/5881/1/000273626400090.pdf,469
920,"Professor, Ryerson University",1885,"Political change in the metropolis",2015,30,"Ronald Vogel and John Harrigan",,NULL
921,"National Defense Academy of Japan",681,"Measurements of time-space distribution of convective heat transfer to air using a thin conductive-film",1970,14,"Hajime Nakamura",http://www.tsfp-conference.org/proceedings/2007/123-measurements-of-time-space.pdf,NULL
922,"Escola de Química e Alimentos, Universidade Federal do Rio Grande - FURG",290,"Sulfamic acid: An efficient and recyclable catalyst for the regioselective hydrothiolation of terminal alkenes and alkynes with thiols",2017,3,"Clarissa Helena Rosa and Maura Luise B Peixoto and Gilber Ricardo Rosa and Benhur Godoi and Fábio Zazyki Galetto and Marcelo Gonçalves Montes D'Oca and Marcelo Godoi",,522
923,"Professor of public health and community medicine",147,"The use of insecticide-treated bed net in a semi-urban community in south-south, Nigeria",2007,19,"B Ordinioha",https://www.researchgate.net/profile/Best_Ordinioha/publication/5908579_The_use_of_insecticide-treated_bed_net_in_a_semi-urban_community_in_South_Nigeria/links/53d1d1e20cf2a7fbb2e95335/The-use-of-insecticide-treated-bed-net-in-a-semi-urban-community-in-South-Nigeria.pdf,523
924,"Professor of Mathematics, University of Wollongong, Australia",2497,"Scattering of long waves around a circular island mounted on a conical shoal",1996,48,"Songping Zhu and Yinglong Zhang",,524
925,"Professor Adjunto Universidade Federal de Ouro Preto",294,"Could pseudogenes be widespread in ants? Evidence of numts in the leafcutter ant Acromyrmex striatus (Roger, 1863)(Formicidae: Attini)",2014,6,"Maykon Passos Cristiano and Danon Clemes Cardoso and Tânia Maria Fernandes-Salomão",https://www.researchgate.net/institution/Universidade_Federal_de_Vicosa_UFV/department/Departamento_de_Biologia_Geral2/publications?nav=overview,438
926,"School of Mathematical Sciences, University College Dublin",359,"Variable density vortex ring dynamics in sharply stratified ambient fluids",2016,1,"Roberto Camassa and Daniel M Harris and David Holz and Richard M McLaughlin and Keith Mertens and Pierre-Yves Passaggia and Claudio Viotti",,525
927,"University of California, San Diego",4119,"Self-sensing concrete enabled by nano-engineered cement-aggregate interfaces",2017,41,"Sumit Gupta and Jesus G Gonzalez and Kenneth J Loh",https://journals.sagepub.com/doi/pdf/10.1177/1475921716643867,234
928,"Berlin University of Technology em.",2556,"Forward modeling and inversion of MRS relaxation signals using multi‐exponential decomposition",2005,43,"Oliver Mohnke and Ugur Yaramanci",https://www.researchgate.net/profile/Ugur_Yaramanci/publication/285077017_Forward_modeling_and_inversion_of_MRS_relaxation_signals_using_multi-exponential_decomposition/links/5a844e474585159152b7dd1f/Forward-modeling-and-inversion-of-MRS-relaxation-signals-using-multi-exponential-decomposition.pdf,229
929,"Perugia University",1153,"Better prediction of Mediterranean olive production using pollen-based models",2014,34,"Jose Oteros and Fabio Orlandi and Herminia García-Mozo and Fátima Aguilera and Ali Ben Dhiab and Tommaso Bonofiglio and Mounir Abichou and Luis Ruiz-Valenzuela and M Mar del Trigo and Consuelo Díaz de La Guardia and Eugenio Domínguez-Vilches and Monji Msallem and Marco Fornaciari and Carmen Galán",,526
930,"McGill University",1413,"An engineered GM-CSF-CCL2 fusokine is a potent inhibitor of CCR2-driven inflammation as demonstrated in a murine model of inflammatory arthritis",2009,32,"Moutih Rafei and Yamina A Berchiche and Elena Birman and Marie-Noëlle Boivin and Yoon Kow Young and Jian Hui Wu and Nikolaus Heveker and Jacques Galipeau",https://www.jimmunol.org/content/jimmunol/183/3/1759.full.pdf,476
931,"GeoBioTec, RISCO / University of Aveiro",250,"Substitution mortars for application in historical buildings exposed to the sea environment. Analysis of the viability of several types of compositions",2008,17,"R Veiga and A Fragata and A Velosa and A Magalhães and G Margalha",http://conservarcal.lnec.pt/pdfs/Medachs-Substitution%20mortars%20f-rev%20FINAL%20REVISTA%20ENVIADA.pdf,527
932,"Professor in Cognitive Development",10480,"Mapping the developmental constraints on working memory span performance.",2005,210,"Donna M Bayliss and Christopher Jarrold and Alan D Baddeley and Deborah M Gunn and Eleanor Leigh",,276
933,"Associate Professor of Computer Science, Tel-Hai College",558,"Codon bias as a factor in regulating expression via translation rate in the human genome",2005,213,"Yizhar Lavner and Daniel Kotlar",https://pdfs.semanticscholar.org/65a1/c7a0084eb0a91da29745ef570883778f6ea2.pdf,528
934,"Associate Professor, lektor, Aalborg University",1382,"Autonomous robot navigation with automatic learning of visual landmarks",1999,21,"Salvatore Livatino and Claus B Madsen",https://www.researchgate.net/profile/Salvatore_Livatino/publication/2352133_Autonomous_Robot_Navigation_with_Automatic_Learning_of_Visual_Landmarks/links/0c9605229c49031528000000/Autonomous-Robot-Navigation-with-Automatic-Learning-of-Visual-Landmarks.pdf,529
935,"Professor, Spatial Hearing Laboratory, Chiba Institute of Technology, Japan",1005,"Mounting structure for an electronic component having an external terminal electrode",2003,19,,,NULL
936,"Kean University",1042,"Dilemmas of Democracy and Political Parties in Sectarian Societies: The Case of the Progressive Socialist Party of Lebanon 1949-1996",1970,40,"Nazih Richani",,NULL
937,"Tongji University, Shanxi Transportation Research Institute",13987,"Highly electrochemical reaction of lithium in the ordered mesoporosus β-MnO2",2006,182,"Jia-Yan Luo and Jing-Jun Zhang and Yong-Yao Xia",,124
938,"Granada University",35,"Experiencia del Paisaje en China; Shan shui o cultura del paisaje en la dinastía Song.",1970,4,"Antonio Jose Mezcua Lopez",,NULL
939,"Australian national university",2452,"The rhetoric of Asia",1970,28,"Anthony Milner",,530
940,"Proffessor, Physics Department, NTUA",877,"Ultrashort laser ablation of PMMA and intraocular lenses",2008,22,"AA Serafetinides and M Makropoulou and E Fabrikesi and E Spyratou and C Bacharis and RR Thomson and AK Kar",,531
941,"Scientist, Los Alamos National Laboratory",2481,"Exploring a multiresolution modeling approach within the shallow-water equations",2011,85,"Todd D Ringler and Doug Jacobsen and Max Gunzburger and Lili Ju and Michael Duda and William Skamarock",https://journals.ametsoc.org/doi/pdf/10.1175/MWR-D-10-05049.1,298
